VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
6t0BpjwYKco,217,229,984231,unverified,107,English,inside kitchen bright
,,,,,,,
6t0BpjwYKco,217,229,116080,unverified,92,English,kitchen bright inside
,,,,,,,
6t0BpjwYKco,217,229,130914,unverified,14,English,bright inside kitchen
,,,,,,,
MTkGPfMRXtc,5,21,355758,unverified,60,English,inside bright office
,,,,,,,
MTkGPfMRXtc,5,21,548844,unverified,32,English,bright office inside
,,,,,,,
MTkGPfMRXtc,5,21,326919,unverified,62,English,office inside bright
,,,,,,,
MTkGPfMRXtc,5,21,310111,unverified,66,English,inside office bright
,,,,,,,
MTkGPfMRXtc,5,21,696912,unverified,54,English,office bright inside
,,,,,,,
MTkGPfMRXtc,5,21,605851,unverified,94,English,bright inside office
,,,,,,,
WWf0Z6ak3Dg,5,15,588702,unverified,49,English,outside clear park day
,,,,,,,
WWf0Z6ak3Dg,5,15,588702,unverified,47,English,sunny park day outside
,,,,,,,
WWf0Z6ak3Dg,5,15,968828,unverified,35,English,park day outside sunny
,,,,,,,
WWf0Z6ak3Dg,5,15,388403,unverified,22,English,day outside clear park
,,,,,,,
WWf0Z6ak3Dg,5,15,553067,unverified,35,English,sunny outside park day
,,,,,,,
WWf0Z6ak3Dg,5,15,362812,unverified,14,English,outside park day sunny
,,,,,,,
WWf0Z6ak3Dg,5,15,818922,unverified,71,English,park day sunny outside
,,,,,,,
WWf0Z6ak3Dg,5,15,589431,unverified,37,English,day sunny outside park
,,,,,,,
WWf0Z6ak3Dg,5,15,537519,unverified,82,English,outside sunny day park
,,,,,,,
WWf0Z6ak3Dg,5,15,733696,unverified,38,English,sunny day park outside
,,,,,,,
WWf0Z6ak3Dg,5,15,950427,unverified,68,English,day park outside sunny
,,,,,,,
WWf0Z6ak3Dg,5,15,878566,clean,27,English,park outside sunny day
,,,,,,,
nS6oQxX_Qi8,2,12,588702,unverified,38,English,inside dark room
,,,,,,,
nS6oQxX_Qi8,2,12,588702,unverified,22,English,dark room inside
,,,,,,,
nS6oQxX_Qi8,2,12,553067,unverified,34,English,room inside dark
,,,,,,,
nS6oQxX_Qi8,2,12,408475,unverified,17,English,inside room dark
,,,,,,,
nS6oQxX_Qi8,2,12,968828,unverified,33,English,room dark inside
,,,,,,,
nS6oQxX_Qi8,2,12,984231,unverified,20,English,dark inside room
,,,,,,,
pDvzOLRLjPc,0,8,760882,clean,24,English,inside day zoo
,,,,,,,
pDvzOLRLjPc,0,8,878566,clean,25,English,day zoo inside
,,,,,,,
pDvzOLRLjPc,0,8,280252,clean,61,English,zoo inside day
,,,,,,,
pDvzOLRLjPc,0,8,159786,clean,2725,English,inside zoo day
,,,,,,,
pDvzOLRLjPc,0,8,275759,clean,46,English,zoo day inside
,,,,,,,
pDvzOLRLjPc,0,8,825347,clean,17,English,day inside zoo
 ,,,,,,,
kquB3rIgfGk,640,645,588702,unverified,39,English,inside bright kitchen
,,,,,,,
kquB3rIgfGk,640,645,652099,unverified,40,English,bright kitchen inside
,,,,,,,
kquB3rIgfGk,640,645,702553,unverified,25,English,kitchen inside bright
,,,,,,,
kquB3rIgfGk,640,645,362812,unverified,10,English,inside kitchen bright
,,,,,,,
kquB3rIgfGk,640,645,458080,unverified,84,English,kitchen bright inside
,,,,,,,
kquB3rIgfGk,640,645,968828,unverified,38,English,bright inside kitchen
,,,,,,,
iwpnUHFhjWc,9,14,649387,unverified,46,English,outside cloudy park day
,,,,,,,
iwpnUHFhjWc,9,14,588702,unverified,69,English,cloudy park day outside
,,,,,,,
iwpnUHFhjWc,9,14,588702,unverified,69,English,park day outside cloudy
,,,,,,,
iwpnUHFhjWc,9,14,914223,unverified,24,English,day outside cloudy park
,,,,,,,
iwpnUHFhjWc,9,14,968828,unverified,36,English,cloudy outside park day
,,,,,,,
iwpnUHFhjWc,9,14,116080,unverified,170,English,outside park day cloudy
,,,,,,,
iwpnUHFhjWc,9,14,203142,unverified,26,English,park day cloudy outside
,,,,,,,
iwpnUHFhjWc,9,14,553067,unverified,27,English,day cloudy outside park
,,,,,,,
iwpnUHFhjWc,9,14,408475,unverified,16,English,outside cloudy day park
,,,,,,,
iwpnUHFhjWc,9,14,197912,unverified,283,English,cloudy day park outside
,,,,,,,
iwpnUHFhjWc,9,14,550906,clean,34,English,day park outside cloudy
,,,,,,,
iwpnUHFhjWc,9,14,922727,clean,52,English,park outside cloudy day
,,,,,,,
nwk4m329bLw,2,10,588702,unverified,64,English,outside sunny forest day
,,,,,,,
nwk4m329bLw,2,10,588702,unverified,36,English,clear forest day outside
,,,,,,,
nwk4m329bLw,2,10,362812,unverified,19,English,forest day outside cloudy
,,,,,,,
nwk4m329bLw,2,10,968828,unverified,66,English,day outside clear forest
,,,,,,,
nwk4m329bLw,2,10,388403,unverified,44,English,clear outside forest day
,,,,,,,
nwk4m329bLw,2,10,553067,unverified,51,English,outside forest day clear
,,,,,,,
nwk4m329bLw,2,10,197912,unverified,60,English,forest day clear outside
,,,,,,,
nwk4m329bLw,2,10,818922,unverified,96,English,day clear outside forest
,,,,,,,
nwk4m329bLw,2,10,135621,clean,65,English,outside sunny day forest
,,,,,,,
nwk4m329bLw,2,10,280252,clean,75,English,clear day forest outside
,,,,,,,
nwk4m329bLw,2,10,435773,clean,19,English,day forest outside clear
,,,,,,,
nwk4m329bLw,2,10,922727,clean,29,English,forest outside clear day
,,,,,,,
9Bxknsvy3jQ,53,58,588702,unverified,54,English,outside sunny park day
,,,,,,,
9Bxknsvy3jQ,53,58,588702,unverified,59,English,clear park day outside
,,,,,,,
9Bxknsvy3jQ,53,58,362812,unverified,20,English,park day outside clear
,,,,,,,
9Bxknsvy3jQ,53,58,362812,unverified,14,English,day outside clear park
,,,,,,,
9Bxknsvy3jQ,53,58,968828,unverified,38,English,clear outside park day
,,,,,,,
9Bxknsvy3jQ,53,58,984231,unverified,27,English,outside park day clear
,,,,,,,
9Bxknsvy3jQ,53,58,116080,unverified,33,English,park day clear outside
,,,,,,,
9Bxknsvy3jQ,53,58,116080,unverified,157,English,day clear outside park
,,,,,,,
9Bxknsvy3jQ,53,58,553067,unverified,31,English,outside sunny day park
,,,,,,,
9Bxknsvy3jQ,53,58,408475,unverified,27,English,clear day park outside
,,,,,,,
9Bxknsvy3jQ,53,58,180998,unverified,31,English,day park outside clear
,,,,,,,
9Bxknsvy3jQ,53,58,197912,unverified,33,English,park outside clear day
,,,,,,,
C1MNCR1o9lU,0,7,588702,unverified,35,English,inside bright room
,,,,,,,
C1MNCR1o9lU,0,7,259821,unverified,50,English,bright room inside
,,,,,,,
C1MNCR1o9lU,0,7,702553,unverified,36,English,room inside bright
,,,,,,,
C1MNCR1o9lU,0,7,362812,unverified,17,English,inside room bright
,,,,,,,
C1MNCR1o9lU,0,7,968828,unverified,37,English,room bright inside
,,,,,,,
C1MNCR1o9lU,0,7,984231,unverified,46,English,bright inside room
,,,,,,,
VF1K_6ZSOAY,23,28,588702,unverified,63,English,inside bright office
,,,,,,,
VF1K_6ZSOAY,23,28,362812,unverified,14,English,bright office inside
,,,,,,,
VF1K_6ZSOAY,23,28,968828,unverified,50,English,office inside bright
,,,,,,,
VF1K_6ZSOAY,23,28,984231,unverified,23,English,inside office bright
,,,,,,,
VF1K_6ZSOAY,23,28,116080,unverified,113,English,office bright inside
,,,,,,,
VF1K_6ZSOAY,23,28,484638,unverified,30,English,bright inside office
,,,,,,,
_txL575S_OA,13,23,588702,unverified,38,English,outside clear pasture day
,,,,,,,
_txL575S_OA,13,23,458080,unverified,136,English,clear pasture day outside
,,,,,,,
_txL575S_OA,13,23,968828,unverified,41,English,pasture day outside clear
,,,,,,,
_txL575S_OA,13,23,116080,unverified,38,English,day outside clear pasture
,,,,,,,
_txL575S_OA,13,23,984231,unverified,75,English,clear outside pasture day
,,,,,,,
_txL575S_OA,13,23,484638,unverified,42,English,outside pasture day clear
,,,,,,,
_txL575S_OA,13,23,408475,unverified,15,English,pasture day clear outside
,,,,,,,
_txL575S_OA,13,23,553067,unverified,34,English,day clear outside pasture
,,,,,,,
_txL575S_OA,13,23,180998,unverified,35,English,outside clear day pasture
,,,,,,,
_txL575S_OA,13,23,362812,unverified,14,English,clear day pasture outside
,,,,,,,
_txL575S_OA,13,23,339861,unverified,51,English,day pasture outside clear
,,,,,,,
_txL575S_OA,13,23,818922,unverified,71,English,pasture outside clear day
,,,,,,,
E6sqA9QtV5I,195,201,588702,unverified,42,English,inside dark room
,,,,,,,
E6sqA9QtV5I,195,201,588702,unverified,34,English,dark room inside
,,,,,,,
E6sqA9QtV5I,195,201,362812,unverified,16,English,room inside dark
,,,,,,,
E6sqA9QtV5I,195,201,362812,unverified,13,English,inside room dark
,,,,,,,
E6sqA9QtV5I,195,201,968828,unverified,29,English,room dark inside
,,,,,,,
E6sqA9QtV5I,195,201,984231,unverified,36,English,dark inside room
,,,,,,,
XzCcRzEa83U,1,8,588702,unverified,46,English,outside clear zoo day
,,,,,,,
XzCcRzEa83U,1,8,588702,unverified,41,English,clear zoo day outside
,,,,,,,
XzCcRzEa83U,1,8,362812,unverified,16,English,zoo day outside clear
,,,,,,,
XzCcRzEa83U,1,8,362812,unverified,8,English,day outside clear zoo
,,,,,,,
XzCcRzEa83U,1,8,865031,unverified,50,English,clear outside zoo day
,,,,,,,
XzCcRzEa83U,1,8,984231,unverified,62,English,outside zoo day clear
,,,,,,,
XzCcRzEa83U,1,8,116080,unverified,17,English,zoo day clear outside
,,,,,,,
XzCcRzEa83U,1,8,130914,unverified,11,English,day clear outside zoo
,,,,,,,
XzCcRzEa83U,1,8,553067,unverified,24,English,outside clear day zoo
,,,,,,,
XzCcRzEa83U,1,8,408475,unverified,27,English,clear day zoo outside
,,,,,,,
XzCcRzEa83U,1,8,180998,unverified,32,English,day zoo outside clear
,,,,,,,
XzCcRzEa83U,1,8,280252,unverified,58,English,zoo outside clear day
,,,,,,,
HBCJYhUjVf0,0,9,588702,unverified,43,English,outside clear zoo day
,,,,,,,
HBCJYhUjVf0,0,9,588702,unverified,31,English,clear zoo day outside
,,,,,,,
HBCJYhUjVf0,0,9,362812,unverified,12,English,zoo day outside clear
,,,,,,,
HBCJYhUjVf0,0,9,968828,unverified,44,English,day outside clear zoo
,,,,,,,
HBCJYhUjVf0,0,9,203142,unverified,17,English,clear outside zoo day
,,,,,,,
HBCJYhUjVf0,0,9,984231,unverified,25,English,outside zoo day clear
,,,,,,,
HBCJYhUjVf0,0,9,130914,unverified,21,English,zoo day clear outside
,,,,,,,
HBCJYhUjVf0,0,9,130914,unverified,11,English,day clear outside zoo
,,,,,,,
HBCJYhUjVf0,0,9,400189,unverified,33,English,outside clear day zoo
,,,,,,,
HBCJYhUjVf0,0,9,589431,unverified,20,English,clear day zoo outside
,,,,,,,
HBCJYhUjVf0,0,9,767031,unverified,29,English,day zoo outside clear
,,,,,,,
HBCJYhUjVf0,0,9,649244,unverified,30,English,zoo outside clear day
,,,,,,,
bQJQGoJF7_k,109,115,588702,unverified,53,English,inside bright kitchen
,,,,,,,
bQJQGoJF7_k,109,115,588702,unverified,31,English,bright kitchen inside
,,,,,,,
bQJQGoJF7_k,109,115,968828,unverified,62,English,kitchen inside bright
,,,,,,,
bQJQGoJF7_k,109,115,984231,unverified,22,English,inside kitchen bright
,,,,,,,
bQJQGoJF7_k,109,115,116080,unverified,17,English,kitchen bright inside
,,,,,,,
bQJQGoJF7_k,109,115,553067,unverified,55,English,bright inside kitchen
,,,,,,,
3SKyc0aKx70,46,52,588702,unverified,71,English,outside clear yard day
,,,,,,,
3SKyc0aKx70,46,52,588702,unverified,44,English,clear yard day outside
,,,,,,,
3SKyc0aKx70,46,52,968828,unverified,61,English,yard day outside clear
,,,,,,,
3SKyc0aKx70,46,52,116080,unverified,15,English,day outside clear yard
,,,,,,,
3SKyc0aKx70,46,52,553067,unverified,29,English,clear outside yard day
,,,,,,,
3SKyc0aKx70,46,52,280252,unverified,52,English,outside yard day clear
,,,,,,,
3SKyc0aKx70,46,52,818922,unverified,121,English,yard day clear outside
,,,,,,,
3SKyc0aKx70,46,52,652099,unverified,48,English,day clear outside yard
,,,,,,,
3SKyc0aKx70,46,52,550906,clean,33,English,outside clear day yard
,,,,,,,
3SKyc0aKx70,46,52,825347,clean,23,English,clear day yard outside
,,,,,,,
3SKyc0aKx70,46,52,878566,clean,20,English,day yard outside clear
,,,,,,,
3SKyc0aKx70,46,52,155632,clean,39,English,yard outside clear day
,,,,,,,
PuQVs2Ch1LY,5,15,588702,unverified,47,English,inside bright room
,,,,,,,
PuQVs2Ch1LY,5,15,588702,unverified,46,English,bright room inside
,,,,,,,
PuQVs2Ch1LY,5,15,197912,unverified,25,English,room inside bright
,,,,,,,
PuQVs2Ch1LY,5,15,968828,unverified,32,English,inside room bright
,,,,,,,
PuQVs2Ch1LY,5,15,203142,unverified,18,English,room bright inside
,,,,,,,
PuQVs2Ch1LY,5,15,984231,unverified,16,English,bright inside room
,,,,,,,
J3_hkgu6MGc,43,52,588702,unverified,43,English,outside night road
,,,,,,,
J3_hkgu6MGc,43,52,203142,unverified,22,English,night road outside
,,,,,,,
J3_hkgu6MGc,43,52,984231,unverified,31,English,road outside night
,,,,,,,
J3_hkgu6MGc,43,52,116080,unverified,32,English,outside road night
,,,,,,,
J3_hkgu6MGc,43,52,130914,unverified,11,English,road night outside
,,,,,,,
J3_hkgu6MGc,43,52,553067,unverified,33,English,night outside road
,,,,,,,
q9ew_nITQWY,54,62,588702,unverified,41,English,outside clear playground day
,,,,,,,
q9ew_nITQWY,54,62,588702,unverified,37,English,clear playground day outside
,,,,,,,
q9ew_nITQWY,54,62,968828,unverified,92,English,playground day outside clear
,,,,,,,
q9ew_nITQWY,54,62,458080,unverified,99,English,day outside clear playground
,,,,,,,
q9ew_nITQWY,54,62,984231,unverified,36,English,clear outside playground day
,,,,,,,
q9ew_nITQWY,54,62,116080,unverified,34,English,outside playground day clear
,,,,,,,
q9ew_nITQWY,54,62,203142,unverified,38,English,playground day clear outside
,,,,,,,
q9ew_nITQWY,54,62,553067,unverified,36,English,day clear outside playground
,,,,,,,
q9ew_nITQWY,54,62,408475,unverified,27,English,outside clear day playground
,,,,,,,
q9ew_nITQWY,54,62,180998,unverified,28,English,clear day playground outside
,,,,,,,
q9ew_nITQWY,54,62,339861,unverified,32,English,day playground outside clear
,,,,,,,
q9ew_nITQWY,54,62,818922,unverified,75,English,playground outside clear day
,,,,,,,
xxHx6s_DbUo,41,44,588702,unverified,33,English,outside clear forest day
,,,,,,,
xxHx6s_DbUo,41,44,362812,unverified,18,English,clear forest day outside
,,,,,,,
xxHx6s_DbUo,41,44,984231,unverified,20,English,forest day outside clear
,,,,,,,
xxHx6s_DbUo,41,44,116080,unverified,55,English,day outside clear forest
,,,,,,,
xxHx6s_DbUo,41,44,484638,unverified,45,English,clear outside forest day
,,,,,,,
xxHx6s_DbUo,41,44,408475,unverified,19,English,outside forest day clear
,,,,,,,
xxHx6s_DbUo,41,44,180998,unverified,25,English,forest day clear outside
,,,,,,,
xxHx6s_DbUo,41,44,280252,unverified,47,English,day clear outside forest
,,,,,,,
xxHx6s_DbUo,41,44,161492,unverified,25,English,outside clear day forest
,,,,,,,
xxHx6s_DbUo,41,44,818922,unverified,43,English,clear day forest outside
,,,,,,,
xxHx6s_DbUo,41,44,339861,unverified,47,English,day forest outside clear
,,,,,,,
xxHx6s_DbUo,41,44,797651,unverified,33,English,forest outside clear day
,,,,,,,
39Ce7I6nXIw,96,104,588702,unverified,131,English,outside clear forest day
,,,,,,,
39Ce7I6nXIw,96,104,588702,unverified,38,English,clear forest day outside
,,,,,,,
39Ce7I6nXIw,96,104,362812,unverified,24,English,forest day outside clear
,,,,,,,
39Ce7I6nXIw,96,104,968828,unverified,52,English,day outside clear forest
,,,,,,,
39Ce7I6nXIw,96,104,553067,unverified,33,English,clear outside forest day
,,,,,,,
39Ce7I6nXIw,96,104,280252,unverified,73,English,outside forest day clear
,,,,,,,
39Ce7I6nXIw,96,104,818922,unverified,72,English,forest day clear outside
,,,,,,,
39Ce7I6nXIw,96,104,294030,unverified,33,English,day clear outside forest
,,,,,,,
39Ce7I6nXIw,96,104,550906,clean,939,English,outside clear day forest
,,,,,,,
39Ce7I6nXIw,96,104,635519,clean,73,English,clear day forest outside
,,,,,,,
39Ce7I6nXIw,96,104,825347,clean,59,English,day forest outside clear
,,,,,,,
39Ce7I6nXIw,96,104,135621,clean,75,English,forest outside clear day
,,,,,,,
JK1R9k1WDpc,6,15,588702,unverified,52,English,outside clear pasture day
,,,,,,,
JK1R9k1WDpc,6,15,588702,unverified,34,English,clear pasture day outside
,,,,,,,
JK1R9k1WDpc,6,15,968828,unverified,40,English,pasture day outside clear
,,,,,,,
JK1R9k1WDpc,6,15,984231,unverified,22,English,day outside clear pasture
,,,,,,,
JK1R9k1WDpc,6,15,896610,unverified,27,English,clear outside pasture day
,,,,,,,
JK1R9k1WDpc,6,15,116080,unverified,26,English,outside pasture day clear
,,,,,,,
JK1R9k1WDpc,6,15,116080,unverified,14,English,pasture day clear outside
,,,,,,,
JK1R9k1WDpc,6,15,553067,unverified,28,English,day clear outside pasture
,,,,,,,
JK1R9k1WDpc,6,15,408475,unverified,32,English,outside clear day pasture
,,,,,,,
JK1R9k1WDpc,6,15,180998,unverified,58,English,clear day pasture outside
,,,,,,,
JK1R9k1WDpc,6,15,362812,unverified,21,English,day pasture outside clear
,,,,,,,
JK1R9k1WDpc,6,15,362812,unverified,92,English,pasture outside clear day
,,,,,,,
u4kMN1jamdM,10,20,649387,unverified,41,English,outside clear beach day
,,,,,,,
u4kMN1jamdM,10,20,588702,unverified,50,English,clear beach day outside
,,,,,,,
u4kMN1jamdM,10,20,588702,unverified,40,English,beach day outside clear
,,,,,,,
u4kMN1jamdM,10,20,909988,unverified,70,English,day outside clear beach
,,,,,,,
u4kMN1jamdM,10,20,553067,unverified,37,English,clear outside beach day
,,,,,,,
u4kMN1jamdM,10,20,408475,unverified,11,English,outside beach day clear
,,,,,,,
u4kMN1jamdM,10,20,818922,unverified,82,English,beach day clear outside
,,,,,,,
u4kMN1jamdM,10,20,429648,unverified,27,English,day clear outside beach
,,,,,,,
u4kMN1jamdM,10,20,550906,clean,71,English,outside clear day beach
,,,,,,,
u4kMN1jamdM,10,20,615204,clean,91,English,clear day beach outside
,,,,,,,
u4kMN1jamdM,10,20,772960,clean,69,English,day beach outside clear
,,,,,,,
u4kMN1jamdM,10,20,625932,clean,22,English,beach outside clear day
,,,,,,,
7NNg0_n-bS8,21,30,588702,unverified,63,English,inside bright stage
,,,,,,,
7NNg0_n-bS8,21,30,588702,unverified,32,English,bright stage inside
,,,,,,,
7NNg0_n-bS8,21,30,968828,unverified,58,English,stage inside bright
,,,,,,,
7NNg0_n-bS8,21,30,599659,unverified,23,English,inside stage bright
,,,,,,,
7NNg0_n-bS8,21,30,116080,unverified,55,English,stage bright inside
,,,,,,,
7NNg0_n-bS8,21,30,553067,unverified,36,English,bright inside stage
,,,,,,,
-_hbPLsZvvo,288,305,588702,unverified,80,English,inside bright kitchen
,,,,,,,
-_hbPLsZvvo,288,305,968828,unverified,84,English,bright kitchen inside
,,,,,,,
-_hbPLsZvvo,288,305,116080,unverified,30,English,kitchen inside bright
,,,,,,,
-_hbPLsZvvo,288,305,984231,unverified,49,English,inside kitchen bright
,,,,,,,
-_hbPLsZvvo,288,305,553067,unverified,57,English,kitchen bright inside
,,,,,,,
-_hbPLsZvvo,288,305,553067,unverified,42,English,bright inside kitchen
,,,,,,,
wjH72cZ0GLM,1,10,588702,unverified,38,English,outside clear parking lot day
,,,,,,,
wjH72cZ0GLM,1,10,362812,unverified,11,English,clear parking lot day outside
,,,,,,,
wjH72cZ0GLM,1,10,968828,unverified,46,English,parking lot day outside clear
,,,,,,,
wjH72cZ0GLM,1,10,899487,unverified,78,English,day outside clear parking lot
,,,,,,,
wjH72cZ0GLM,1,10,984231,unverified,26,English,clear outside parking lot day
,,,,,,,
wjH72cZ0GLM,1,10,116080,unverified,23,English,outside parking lot day clear
,,,,,,,
wjH72cZ0GLM,1,10,130914,unverified,8,English,parking lot day clear outside
,,,,,,,
wjH72cZ0GLM,1,10,553067,unverified,26,English,day clear outside parking lot
,,,,,,,
wjH72cZ0GLM,1,10,408475,unverified,28,English,outside clear day parking lot
,,,,,,,
wjH72cZ0GLM,1,10,180998,unverified,26,English,clear day parking lot outside
,,,,,,,
wjH72cZ0GLM,1,10,280252,unverified,39,English,day parking lot outside clear
,,,,,,,
wjH72cZ0GLM,1,10,339861,unverified,93,English,parking lot outside clear day
,,,,,,,
MF88IYF2MHY,25,59,588702,unverified,133,English,inside bright room
,,,,,,,
MF88IYF2MHY,25,59,588702,unverified,49,English,bright room inside
,,,,,,,
MF88IYF2MHY,25,59,968828,unverified,53,English,room inside bright
,,,,,,,
MF88IYF2MHY,25,59,458080,unverified,129,English,inside room bright
,,,,,,,
